x, y
-0.0006097560975609756, 400
0.004878048780487805, 437.03703703703707
0.010365853658536586, 466.6666666666667
0.01402439024390244, 503.7037037037037
0.018292682926829267, 533.3333333333334
0.02378048780487805, 555.5555555555555
0.027439024390243903, 581.4814814814815
0.03231707317073171, 611.1111111111111
0.036585365853658534, 648.1481481481482
0.042682926829268296, 674.0740740740741
0.04878048780487805, 677.7777777777778
0.05304878048780488, 674.0740740740741
0.05731707317073171, 670.3703703703703
0.060365853658536583, 685.1851851851852
0.06280487804878049, 696.2962962962963
0.06646341463414634, 714.8148148148148
0.06951219512195123, 729.6296296296297
0.06951219512195123, 681.4814814814815
0.07195121951219512, 640.7407407407408
0.07195121951219512, 611.1111111111111
0.07195121951219512, 555.5555555555555
0.07378048780487804, 492.5925925925926
0.07378048780487804, 425.9259259259259
0.075, 377.77777777777777
0.075, 318.51851851851853
0.07621951219512195, 281.48148148148147
0.07682926829268293, 244.44444444444446
0.07804878048780488, 207.40740740740742
0.08414634146341464, 207.40740740740742
0.09024390243902439, 203.7037037037037
0.09573170731707317, 188.88888888888889
0.10121951219512196, 177.77777777777777
0.1073170731707317, 177.77777777777777
0.11341463414634147, 185.1851851851852
0.12012195121951219, 200
0.12621951219512195, 185.1851851851852
0.1323170731707317, 166.66666666666666
0.1402439024390244, 148.14814814814815